,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
60982,615,spain,female,63.0,2,0.0,2,1.0,1.0,96825.07,0
53330,588,france,male,34.0,9,0.0,2,0.0,1.0,59457.88,0
60305,683,germany,male,38.0,2,131778.02,2,1.0,1.0,121061.89,0
59276,765,germany,male,69.0,5,111071.36,1,0.0,1.0,73294.48,0
40441,545,germany,male,37.0,8,114754.08,1,1.0,1.0,136050.44,0
38576,676,france,male,37.0,7,0.0,2,1.0,0.0,133871.83,0
82709,850,france,male,36.0,5,102284.69,1,1.0,0.0,142467.38,0
43742,662,france,male,37.0,7,0.0,2,1.0,0.0,125762.95,0
12195,689,spain,female,38.0,2,0.0,1,1.0,1.0,123309.57,0
101695,700,germany,male,41.0,0,93980.32,2,0.0,1.0,163317.5,0
20647,655,france,female,35.0,5,0.0,2,0.0,0.0,19199.61,0
48565,562,germany,male,34.0,2,89039.3,1,1.0,0.0,114722.42,0
96584,850,france,female,49.0,9,0.0,2,1.0,1.0,127553.06,0
70857,573,france,female,63.0,7,0.0,2,1.0,1.0,15068.91,0
5255,648,france,male,39.0,6,0.0,2,1.0,0.0,94738.51,0
18922,744,france,female,25.0,2,0.0,1,1.0,0.0,113581.31,0
110552,728,france,female,42.0,7,0.0,2,0.0,1.0,100727.68,0
57702,769,germany,male,28.0,8,148962.46,1,1.0,1.0,99086.74,0
15774,679,france,female,35.0,4,0.0,2,1.0,0.0,84531.79,0
42886,663,spain,female,42.0,4,0.0,1,1.0,1.0,38152.01,0
31137,526,spain,male,22.0,5,141788.63,1,1.0,0.0,176680.16,0
70305,545,france,female,29.0,9,0.0,2,1.0,0.0,26684.83,0
108269,569,spain,male,39.0,10,64119.38,2,1.0,1.0,75969.19,0
82167,667,france,female,25.0,9,0.0,2,0.0,0.0,1539.4,0
86218,676,france,female,32.0,4,0.0,2,0.0,1.0,17013.54,0
54694,682,france,female,40.0,7,0.0,2,0.0,0.0,122964.69,0
37673,599,france,female,37.0,2,0.0,1,1.0,0.0,172467.13,0
36497,623,france,male,45.0,2,0.0,2,1.0,1.0,85787.31,0
36646,616,france,female,34.0,3,0.0,2,1.0,1.0,79915.31,0
113895,573,france,female,37.0,6,0.0,2,1.0,0.0,193995.37,0
38311,688,germany,male,34.0,5,92887.13,1,1.0,0.0,181224.56,0
49469,742,spain,female,27.0,7,0.0,2,1.0,1.0,70578.46,0
111724,686,spain,male,29.0,1,0.0,2,1.0,1.0,52317.08,0
83299,732,germany,male,26.0,6,129596.76,2,1.0,1.0,83064.03,0
50608,684,france,male,36.0,5,0.0,2,1.0,0.0,164064.5,0
71129,673,france,male,30.0,4,141359.18,1,1.0,1.0,182865.87,0
19808,758,spain,female,38.0,4,153455.72,1,1.0,1.0,82696.84,0
15979,580,france,female,38.0,8,0.0,2,0.0,1.0,10357.03,0
20327,706,germany,female,29.0,6,185544.36,2,1.0,0.0,171037.63,0
41456,651,france,female,34.0,2,0.0,2,1.0,0.0,167035.07,0
42026,758,france,female,29.0,3,90920.75,1,0.0,1.0,97794.71,0
1587,601,germany,male,40.0,5,104488.19,2,1.0,1.0,122219.24,0
24824,637,germany,female,45.0,9,113913.53,2,1.0,1.0,65316.5,0
115233,724,france,male,46.0,9,0.0,2,1.0,1.0,142513.98,0
38365,620,france,male,47.0,6,0.0,2,1.0,1.0,112572.02,0
65186,554,germany,female,39.0,1,118897.1,2,0.0,1.0,45611.51,0
18442,710,spain,female,38.0,4,0.0,2,1.0,1.0,136390.88,0
30942,719,france,female,31.0,1,109019.65,1,0.0,0.0,156887.06,0
20147,613,spain,male,30.0,2,0.0,2,0.0,0.0,179521.79,0
101890,676,france,male,61.0,8,0.0,1,1.0,1.0,118522.73,0
101032,653,france,male,33.0,2,0.0,2,1.0,0.0,57867.31,0
25142,688,france,male,39.0,4,0.0,2,1.0,0.0,53222.15,0
62210,600,france,male,38.0,9,88348.43,1,0.0,1.0,74836.64,0
55908,641,france,female,48.0,1,0.0,2,1.0,1.0,52301.15,0
106128,586,germany,male,46.0,10,128647.98,2,0.0,0.0,54416.18,0
62234,687,france,male,33.0,3,0.0,2,1.0,1.0,140167.85,0
106498,622,france,male,33.0,3,0.0,2,1.0,1.0,196257.67,0
12153,598,spain,male,32.0,5,96418.09,1,1.0,0.0,131644.41,0
74254,700,france,male,33.0,5,127637.47,1,1.0,0.0,102763.55,0
7470,683,france,male,48.0,1,87894.26,1,0.0,1.0,138380.11,0
34885,709,france,male,44.0,2,0.0,2,0.0,0.0,86414.41,0
17397,678,germany,female,25.0,9,76968.12,2,0.0,1.0,131501.72,0
4767,535,spain,female,39.0,8,123049.21,1,0.0,0.0,91763.67,0
102819,637,france,female,31.0,9,0.0,1,0.0,0.0,65675.47,0
25740,711,spain,male,39.0,7,0.0,1,1.0,0.0,65979.54,0
12804,682,spain,male,38.0,1,0.0,1,0.0,1.0,706.5,0
74611,646,germany,male,34.0,4,120791.29,2,0.0,0.0,77965.67,0
98450,752,france,female,32.0,3,83769.16,1,1.0,1.0,111312.94,0
44448,487,germany,male,30.0,7,141616.55,2,1.0,0.0,43915.54,0
32524,719,france,female,37.0,3,0.0,1,1.0,0.0,135925.09,0
79536,520,france,male,41.0,7,152283.39,1,1.0,1.0,154189.08,0
20009,587,spain,male,43.0,1,0.0,2,1.0,1.0,145764.4,0
65746,611,germany,female,33.0,8,96402.11,2,1.0,1.0,187930.23,0
107607,796,spain,male,24.0,5,102773.15,2,0.0,0.0,117832.39,0
73961,782,france,male,26.0,9,0.0,1,1.0,1.0,48644.94,0
24990,668,france,male,46.0,0,0.0,1,0.0,0.0,29388.02,0
101346,628,france,male,76.0,7,185966.64,1,0.0,1.0,60420.07,0
48022,592,france,male,39.0,1,108465.65,2,0.0,1.0,60552.44,0
31287,850,france,female,37.0,6,0.0,2,1.0,0.0,190194.95,0
101052,674,france,male,26.0,10,0.0,2,1.0,1.0,138423.1,0
70731,679,germany,female,35.0,9,147813.05,1,1.0,0.0,44857.4,0
34654,516,spain,male,33.0,2,141674.75,1,1.0,1.0,84487.69,0
41065,629,france,male,34.0,2,0.0,2,0.0,1.0,180595.02,0
90453,551,france,female,29.0,8,0.0,2,0.0,1.0,137842.22,0
113920,686,france,male,24.0,4,0.0,2,1.0,0.0,117832.63,0
51375,576,france,female,55.0,9,0.0,2,1.0,1.0,94450.97,0
13713,563,france,female,40.0,7,0.0,2,1.0,1.0,144584.29,0
21031,508,spain,male,30.0,4,0.0,2,1.0,1.0,187800.63,0
41083,681,germany,female,37.0,4,141078.37,2,1.0,1.0,85937.52,0
31161,669,germany,female,33.0,7,103033.38,2,1.0,1.0,184524.76,0
37670,712,spain,male,30.0,6,0.0,2,1.0,1.0,152417.97,0
73793,660,france,male,42.0,10,0.0,2,1.0,0.0,111590.25,0
104240,651,france,female,33.0,1,0.0,2,0.0,1.0,70221.13,0
78101,611,germany,female,25.0,9,103294.56,1,1.0,0.0,160548.12,0
37065,447,france,female,40.0,5,0.0,1,1.0,1.0,151815.76,0
101668,726,spain,female,35.0,5,0.0,2,0.0,0.0,190857.79,0
12695,686,germany,male,32.0,9,79460.98,2,0.0,1.0,167973.63,0
25292,554,spain,male,37.0,7,0.0,2,1.0,1.0,117039.19,0
100244,589,spain,male,32.0,8,0.0,2,1.0,1.0,9087.8,0
55344,595,france,female,32.0,3,142703.08,1,1.0,0.0,185855.76,0
75947,711,spain,male,46.0,4,0.0,2,0.0,0.0,175043.69,0
101383,644,france,male,39.0,1,0.0,1,1.0,1.0,3740.93,0
96494,633,spain,female,31.0,3,0.0,2,0.0,1.0,124202.26,0
58579,639,spain,female,33.0,0,107042.74,2,1.0,1.0,102284.2,0
100201,675,france,male,36.0,5,0.0,2,1.0,0.0,176750.81,0
48227,678,spain,female,44.0,3,152303.8,1,0.0,1.0,161051.75,0
77377,678,spain,male,41.0,2,0.0,2,0.0,1.0,153341.45,0
11172,703,spain,male,28.0,2,81173.83,2,0.0,1.0,162812.16,0
56225,773,france,male,39.0,9,92889.91,1,1.0,0.0,96823.32,0
115479,773,france,female,55.0,9,127924.25,1,1.0,1.0,175749.36,0
61682,676,spain,male,21.0,4,0.0,2,0.0,1.0,110114.19,0
42400,627,france,male,35.0,5,0.0,1,1.0,1.0,130784.2,0
72110,599,germany,female,26.0,10,80790.03,2,1.0,1.0,121175.6,0
114553,672,spain,male,35.0,4,0.0,2,1.0,1.0,91055.27,0
105276,606,france,female,32.0,6,133811.22,1,1.0,0.0,51553.83,0
106455,721,spain,female,27.0,8,138515.84,1,1.0,0.0,35230.61,0
21249,678,france,male,32.0,8,131354.65,1,1.0,1.0,176713.27,0
115140,663,france,female,38.0,4,0.0,2,1.0,1.0,182913.95,0
98357,641,france,male,34.0,7,0.0,2,1.0,1.0,182055.36,0
90000,741,france,male,57.0,0,0.0,2,0.0,0.0,116781.71,0
26403,537,germany,male,32.0,3,102050.47,1,1.0,0.0,180598.28,0
102484,603,france,male,31.0,2,0.0,2,1.0,0.0,169915.02,0
112701,745,spain,female,29.0,8,0.0,2,1.0,1.0,127626.16,0
89146,583,france,female,38.0,2,0.0,2,1.0,1.0,126475.79,0
98327,573,france,female,38.0,6,0.0,2,1.0,0.0,90878.15,0
77365,711,france,female,30.0,7,0.0,2,1.0,1.0,134599.53,0
96447,669,france,female,30.0,7,124023.18,1,1.0,0.0,133692.88,0
96779,635,france,female,37.0,3,0.0,2,1.0,0.0,116977.8,0
57646,664,france,female,27.0,9,139825.56,1,1.0,1.0,152499.8,0
77166,539,germany,female,33.0,6,81811.69,1,1.0,1.0,25136.49,0
41132,762,france,male,24.0,8,0.0,2,1.0,0.0,67830.87,0
759,757,spain,male,39.0,7,0.0,2,1.0,0.0,86920.06,0
73689,711,spain,male,45.0,0,129964.13,1,1.0,0.0,173829.88,0
114185,585,france,male,36.0,5,0.0,2,1.0,0.0,153727.32,0
70155,693,france,male,37.0,9,0.0,2,1.0,0.0,104889.3,0
25588,727,germany,female,29.0,2,138160.0,2,1.0,0.0,96670.2,0
48854,637,spain,male,41.0,9,0.0,2,1.0,1.0,102041.97,0
57393,625,france,male,27.0,4,90727.79,1,1.0,0.0,83912.24,0
56575,696,germany,male,40.0,3,101060.25,1,1.0,0.0,159403.68,0
75065,611,spain,male,30.0,7,0.0,2,1.0,0.0,118969.65,0
18208,651,spain,male,39.0,2,127773.48,1,1.0,0.0,164868.46,0
14514,645,france,female,34.0,2,0.0,2,1.0,0.0,141756.32,0
108054,530,france,male,31.0,1,0.0,2,0.0,1.0,2382.61,0
110936,670,france,male,33.0,4,0.0,2,1.0,0.0,86413.11,0
102707,657,france,male,32.0,1,127661.69,1,1.0,0.0,66469.2,0
22445,686,france,male,22.0,5,106431.97,1,1.0,1.0,56580.23,0
589,687,spain,male,31.0,1,0.0,2,1.0,0.0,147787.35,0
55854,456,france,male,30.0,9,0.0,2,1.0,0.0,80133.09,0
38813,730,germany,female,28.0,1,123675.97,1,1.0,1.0,154769.99,0
32222,676,france,male,41.0,8,106198.5,1,1.0,0.0,69608.48,0
68892,758,germany,male,28.0,6,161274.95,2,1.0,1.0,184524.84,0
48636,773,germany,male,33.0,2,125870.93,1,1.0,0.0,14081.71,0
18236,773,france,female,27.0,3,0.0,2,1.0,0.0,156660.22,0
39026,489,france,male,38.0,5,0.0,1,0.0,0.0,85231.88,0
92441,700,france,male,39.0,3,0.0,1,1.0,0.0,36692.17,0
67183,696,spain,male,46.0,3,151709.33,2,0.0,1.0,180736.24,0
61780,707,spain,male,35.0,9,0.0,2,1.0,1.0,151459.15,0
70941,543,france,female,25.0,4,0.0,2,0.0,0.0,156249.06,0
31093,744,france,male,24.0,7,112930.28,1,1.0,1.0,90928.02,0
840,644,spain,male,34.0,9,0.0,2,1.0,1.0,177747.72,0
33956,696,france,male,20.0,2,71269.89,2,1.0,1.0,125912.77,0
21918,730,spain,male,35.0,3,0.0,2,1.0,0.0,35989.41,0
83036,635,france,male,37.0,2,0.0,2,1.0,1.0,62678.54,0
46083,747,france,female,34.0,10,0.0,1,1.0,1.0,50759.8,0
65944,712,france,female,34.0,9,0.0,2,0.0,0.0,174830.27,0
67583,601,spain,female,57.0,9,122446.61,2,1.0,1.0,86791.9,0
2810,678,spain,male,32.0,2,0.0,2,1.0,0.0,182566.74,0
31089,681,germany,female,46.0,10,134591.53,1,1.0,0.0,91514.62,0
8793,676,france,male,34.0,3,90560.13,1,1.0,1.0,93949.85,0
57169,656,france,female,24.0,2,0.0,2,1.0,0.0,177747.03,0
55553,686,spain,female,44.0,3,0.0,2,0.0,0.0,142331.39,0
77082,777,spain,female,35.0,3,0.0,2,1.0,1.0,17257.72,0
104512,645,france,male,34.0,5,0.0,2,1.0,1.0,117202.19,0
86205,611,france,male,38.0,8,0.0,2,1.0,1.0,157553.03,0
64986,651,france,male,24.0,1,0.0,2,1.0,0.0,125877.22,0
66714,582,france,male,32.0,8,0.0,2,1.0,0.0,25448.31,0
73682,670,france,male,28.0,6,0.0,2,1.0,0.0,119174.88,0
27278,597,france,male,42.0,8,0.0,2,1.0,1.0,598.4,0
71988,674,france,male,50.0,5,0.0,1,1.0,0.0,141023.01,0
70152,527,france,female,36.0,4,112203.25,1,1.0,0.0,182266.01,0
34094,741,france,male,36.0,5,0.0,2,1.0,0.0,175720.28,0
73529,564,france,female,32.0,10,105492.53,1,1.0,0.0,193009.21,0
99514,616,france,female,61.0,7,0.0,2,1.0,1.0,143611.47,0
69953,678,france,male,32.0,8,0.0,2,1.0,1.0,182076.97,0
85177,539,germany,female,38.0,3,98912.4,2,0.0,0.0,146637.45,0
64587,755,france,male,39.0,8,0.0,2,1.0,1.0,21859.06,0
69347,628,france,male,24.0,9,148167.83,2,1.0,0.0,109470.34,0
89872,666,germany,male,37.0,2,90971.85,2,1.0,1.0,98661.27,0
63356,681,spain,male,22.0,4,0.0,2,0.0,0.0,73939.71,0
79203,629,france,male,27.0,7,0.0,2,0.0,0.0,155877.06,0
84145,641,germany,male,29.0,9,142765.24,2,1.0,0.0,153605.75,0
46855,644,spain,male,30.0,6,0.0,2,1.0,1.0,64872.33,0
110656,645,france,female,32.0,8,154525.7,1,1.0,0.0,79623.28,0
92391,683,france,male,30.0,8,0.0,2,0.0,1.0,75786.55,0
81306,743,france,male,38.0,10,0.0,2,1.0,0.0,92877.71,0
9672,444,france,female,35.0,4,0.0,2,1.0,0.0,161653.5,0
41254,644,germany,male,32.0,2,134936.05,1,0.0,1.0,187905.85,0
13996,578,france,male,40.0,2,0.0,2,0.0,1.0,61811.1,0
24908,624,france,male,44.0,3,82407.31,1,1.0,0.0,100835.51,0
28658,642,spain,male,33.0,3,0.0,2,1.0,0.0,169802.73,0
26846,718,spain,female,34.0,8,0.0,2,1.0,0.0,132770.11,0
78188,724,france,male,43.0,1,0.0,2,1.0,0.0,152843.53,0
89659,509,france,male,26.0,10,0.0,2,1.0,1.0,6177.83,0
92810,667,france,female,37.0,9,0.0,2,0.0,1.0,153786.46,0
25031,632,spain,female,38.0,9,0.0,2,1.0,0.0,119882.86,0
6318,674,spain,female,32.0,3,0.0,2,1.0,1.0,88890.09,0
81347,706,france,female,37.0,1,0.0,2,1.0,1.0,40807.27,0
57995,694,france,female,44.0,2,109818.16,2,1.0,1.0,171768.93,0
82627,673,france,female,29.0,2,173962.32,2,0.0,1.0,107499.39,0
35034,711,spain,male,29.0,5,0.0,2,0.0,0.0,12092.03,0
109020,757,spain,male,30.0,8,0.0,2,1.0,1.0,61164.9,0
90587,646,france,female,50.0,4,148045.47,1,1.0,0.0,143680.25,0
40350,716,france,female,47.0,6,0.0,2,1.0,1.0,105599.82,0
110101,575,spain,male,26.0,4,0.0,2,1.0,0.0,41921.75,0
24358,596,spain,female,29.0,4,0.0,2,1.0,1.0,162763.01,0
10570,491,france,male,33.0,5,0.0,2,1.0,1.0,85421.48,0
95768,737,spain,male,35.0,2,113922.44,2,1.0,1.0,174815.54,0
98543,533,france,female,46.0,3,92783.68,1,1.0,1.0,55972.56,0
99922,711,france,female,40.0,8,0.0,2,0.0,1.0,131768.43,0
5642,645,france,male,38.0,5,0.0,2,1.0,0.0,156036.02,0
79995,850,france,male,40.0,2,0.0,2,1.0,1.0,143981.27,0
61104,755,france,female,34.0,6,0.0,2,1.0,0.0,116249.72,0
105498,674,france,male,36.0,3,154525.7,1,1.0,0.0,43134.58,0
61999,642,germany,male,43.0,6,88826.07,2,1.0,1.0,121482.73,0
88915,601,france,male,43.0,2,99786.07,1,1.0,1.0,32683.88,0
52773,597,spain,female,33.0,6,0.0,2,1.0,1.0,45956.05,0
58626,757,germany,female,25.0,9,117833.3,2,1.0,1.0,90189.72,0
90712,651,spain,male,37.0,7,117469.35,1,1.0,0.0,187925.75,0
4654,653,germany,male,47.0,9,126476.29,1,1.0,1.0,106963.31,0
57747,741,spain,female,46.0,8,124547.13,2,1.0,1.0,73873.65,0
108889,669,france,male,36.0,1,112687.63,1,1.0,1.0,121164.6,0
6368,593,germany,male,40.0,1,90425.15,2,1.0,0.0,96660.76,0
90232,638,france,male,59.0,7,146286.22,1,1.0,1.0,53630.9,0
32095,597,france,female,20.0,6,0.0,2,0.0,1.0,103608.06,0
81224,602,france,female,40.0,8,0.0,2,1.0,0.0,151240.54,0
109348,646,france,male,31.0,4,72494.69,2,0.0,1.0,103792.53,0
49088,671,germany,male,43.0,0,111565.91,1,1.0,1.0,171672.91,0
66664,604,spain,male,35.0,5,121365.39,1,1.0,0.0,198802.9,0
29053,576,germany,male,35.0,5,167078.79,2,0.0,0.0,182050.24,0
88881,810,germany,female,25.0,7,96888.39,1,1.0,1.0,120511.03,0
74840,679,france,male,40.0,5,0.0,2,0.0,1.0,67976.45,0
45216,710,spain,male,28.0,4,0.0,2,0.0,1.0,180736.86,0
41108,558,france,female,34.0,6,0.0,1,0.0,1.0,45959.05,0
46820,637,germany,male,45.0,2,81811.71,1,1.0,0.0,138882.5,0
1467,757,germany,male,40.0,6,114007.5,2,1.0,1.0,99505.75,0
5535,731,spain,male,31.0,7,0.0,2,1.0,0.0,24234.11,0
48930,749,france,female,29.0,2,0.0,2,1.0,0.0,91711.66,0
99695,705,spain,female,34.0,5,0.0,1,1.0,0.0,172096.92,0
44535,712,france,female,42.0,9,128743.55,1,0.0,1.0,127412.08,0
10587,616,france,male,35.0,5,0.0,1,1.0,0.0,88206.04,0
60295,666,germany,male,59.0,8,152614.51,2,1.0,1.0,188782.3,0
37037,748,france,male,41.0,1,0.0,1,1.0,0.0,143954.85,0
101153,550,france,male,57.0,8,0.0,1,1.0,1.0,133501.94,0
55267,554,france,female,28.0,7,0.0,2,0.0,1.0,92914.72,0
76264,682,spain,female,33.0,6,0.0,2,1.0,1.0,131647.31,0
101929,663,spain,female,35.0,3,0.0,1,1.0,0.0,88890.05,0
69610,689,france,female,39.0,0,145807.59,1,0.0,1.0,107876.2,0
87157,639,germany,female,28.0,7,127650.68,2,1.0,1.0,136050.44,0
75726,634,france,male,36.0,7,0.0,1,0.0,1.0,177065.24,0
71449,544,spain,female,47.0,3,0.0,2,1.0,1.0,124202.26,0
100798,653,spain,female,41.0,3,142051.07,1,1.0,0.0,27012.0,0
39657,556,spain,male,43.0,6,0.0,2,0.0,0.0,125154.57,0
30834,679,france,male,29.0,2,0.0,2,1.0,0.0,153662.88,0
65562,604,spain,female,33.0,9,0.0,2,1.0,1.0,51711.57,0
111124,835,spain,male,36.0,5,138522.02,1,1.0,1.0,121559.37,0
108330,625,france,male,66.0,2,0.0,2,0.0,1.0,151333.93,0
50487,684,france,female,35.0,1,0.0,1,0.0,0.0,125518.32,0
30368,850,germany,female,43.0,2,102741.15,1,0.0,1.0,23974.85,0
48730,648,france,female,33.0,9,0.0,2,1.0,0.0,49374.82,0
99242,663,france,female,25.0,2,0.0,2,1.0,1.0,176930.26,0
19973,684,france,male,38.0,4,0.0,1,0.0,1.0,75609.84,0
505,769,france,male,31.0,8,0.0,2,1.0,0.0,186062.36,0
72646,703,france,female,40.0,10,0.0,2,1.0,0.0,151925.25,0
103670,753,spain,female,58.0,2,81132.21,1,0.0,1.0,131736.23,0
61123,686,spain,female,29.0,6,0.0,1,1.0,0.0,136909.17,0
32921,633,france,male,41.0,7,125437.14,2,0.0,0.0,164128.58,0
99505,586,france,male,32.0,6,0.0,2,1.0,1.0,158836.82,0
80922,684,france,male,35.0,9,0.0,2,1.0,0.0,91775.72,0
93934,724,spain,female,40.0,3,0.0,1,1.0,0.0,120858.18,0
21576,669,france,female,34.0,7,0.0,2,1.0,1.0,177627.13,0
24320,684,france,female,27.0,9,0.0,1,1.0,1.0,133871.89,0
85961,677,germany,female,23.0,2,131774.66,2,0.0,0.0,141069.98,0
37796,621,france,female,35.0,4,0.0,2,1.0,1.0,60905.12,0
66155,554,france,female,31.0,9,0.0,1,0.0,0.0,64511.44,0
39379,645,france,male,35.0,2,86911.8,1,1.0,0.0,174094.24,0
108608,585,france,male,25.0,1,0.0,2,0.0,0.0,40260.4,0
106846,676,france,male,31.0,1,0.0,2,1.0,1.0,110899.3,0
80326,662,spain,female,40.0,8,142289.28,1,0.0,1.0,115186.97,0
24365,721,france,female,34.0,8,0.0,2,1.0,1.0,125083.67,0
2235,681,germany,female,41.0,5,129745.1,1,1.0,1.0,180551.76,0
31033,591,spain,male,35.0,3,95452.86,1,0.0,1.0,114869.19,0
10796,714,france,male,46.0,3,0.0,2,1.0,1.0,184570.04,0
68391,592,france,male,38.0,0,0.0,1,1.0,0.0,55324.46,0
100669,516,france,female,38.0,5,0.0,2,1.0,1.0,182775.08,0
106384,583,france,male,33.0,2,147803.8,1,1.0,1.0,71403.62,0
99747,653,germany,male,43.0,0,116968.76,2,1.0,1.0,1408.01,0
1057,572,spain,male,34.0,5,0.0,1,1.0,1.0,41139.05,0
8218,682,germany,male,39.0,10,108465.65,2,0.0,1.0,5791.85,0
109533,712,france,female,39.0,9,0.0,2,1.0,0.0,168034.5,0
9508,613,france,male,24.0,5,152212.6,1,1.0,0.0,176883.04,0
112280,809,france,female,39.0,7,148556.74,1,1.0,1.0,176692.65,0
69509,747,spain,female,45.0,6,0.0,2,1.0,0.0,185561.89,0
27855,598,spain,female,31.0,3,0.0,2,0.0,1.0,58601.05,0
28164,520,germany,male,37.0,4,128252.18,1,1.0,0.0,114951.1,0
75767,739,france,male,32.0,5,0.0,2,1.0,1.0,1713.1,0
45676,708,spain,male,34.0,9,0.0,2,0.0,0.0,106024.02,0
81921,841,spain,male,25.0,10,0.0,2,1.0,0.0,115800.1,0
66221,659,france,male,40.0,1,123674.28,2,1.0,0.0,54498.62,0
73005,705,france,female,50.0,2,0.0,2,0.0,1.0,115441.66,0
39113,629,france,male,31.0,6,0.0,2,1.0,1.0,193305.35,0
39809,668,germany,male,45.0,3,131406.56,1,0.0,1.0,46811.77,0
71865,700,france,female,82.0,2,0.0,2,1.0,0.0,182055.36,0
45074,571,spain,male,35.0,1,0.0,2,1.0,1.0,88391.41,0
50187,557,germany,female,36.0,2,129893.56,1,0.0,0.0,102076.03,0
114923,641,france,female,26.0,4,91547.84,1,0.0,1.0,28157.34,0
111558,739,france,female,37.0,2,0.0,2,0.0,1.0,59645.24,0
108623,637,france,male,32.0,10,160903.2,1,1.0,1.0,104253.56,0
13249,455,france,male,40.0,6,0.0,3,1.0,1.0,129975.34,0
89489,682,france,male,43.0,5,0.0,2,1.0,1.0,131804.46,0
99059,521,germany,male,37.0,2,146093.39,1,1.0,0.0,160593.41,0
10264,523,france,female,22.0,3,0.0,2,1.0,1.0,44390.38,0
44746,578,france,male,38.0,7,98927.4,1,0.0,0.0,115818.51,0
83525,632,france,male,25.0,2,0.0,2,1.0,0.0,94420.75,0
62544,697,france,male,35.0,2,0.0,2,1.0,1.0,131807.14,0
103801,717,spain,female,27.0,9,0.0,2,0.0,1.0,129964.94,0
91839,628,france,male,28.0,4,0.0,2,1.0,0.0,49594.02,0
42364,616,france,male,28.0,1,0.0,2,1.0,0.0,184524.65,0
67349,648,france,female,38.0,1,111213.64,1,0.0,1.0,129188.18,0
1462,639,germany,female,33.0,9,115335.32,1,1.0,1.0,53130.41,0
56361,579,france,male,41.0,8,132862.42,1,1.0,1.0,89048.46,0
111804,516,france,male,58.0,9,0.0,2,1.0,1.0,158943.09,0
77482,583,germany,male,23.0,2,100315.1,2,1.0,1.0,81298.09,0
98979,639,spain,male,44.0,5,92347.37,1,1.0,0.0,103901.48,0
26427,667,france,male,28.0,5,0.0,2,1.0,0.0,1375.51,0
106965,613,france,male,43.0,4,0.0,2,1.0,1.0,146033.08,0
82684,817,france,male,35.0,6,91578.11,1,1.0,1.0,25136.48,0
89828,704,spain,male,38.0,4,98668.18,1,1.0,1.0,184544.59,0
77200,678,germany,female,41.0,4,142296.13,1,0.0,1.0,60416.76,0
51839,774,france,female,30.0,4,0.0,2,1.0,1.0,149457.81,0
85274,549,spain,female,31.0,8,0.0,2,1.0,0.0,89040.61,0
62638,648,france,female,35.0,5,119741.77,1,0.0,0.0,181224.56,0
90185,686,spain,male,57.0,9,0.0,2,1.0,0.0,68343.08,0
107282,646,france,male,30.0,9,129387.91,1,1.0,1.0,79547.72,0
112084,439,france,female,25.0,8,0.0,2,1.0,1.0,93439.77,0
6612,698,germany,male,23.0,1,112414.81,2,0.0,0.0,93982.02,0
36983,610,france,female,33.0,2,0.0,2,1.0,1.0,109309.29,0
17899,582,france,female,51.0,3,0.0,2,1.0,1.0,117946.4,0
29510,539,france,male,37.0,9,0.0,2,1.0,1.0,1140.02,0
53146,564,spain,male,31.0,5,132876.23,1,1.0,0.0,79495.01,0
81633,726,france,male,31.0,6,114722.05,2,1.0,1.0,98178.57,0
31571,775,france,female,46.0,4,0.0,2,0.0,0.0,81252.09,0
55603,638,france,male,41.0,4,0.0,2,1.0,1.0,108675.01,0
103152,714,france,male,55.0,2,0.0,2,0.0,1.0,132979.43,0
42665,662,france,female,33.0,6,0.0,2,1.0,1.0,82290.81,0
2546,525,germany,female,28.0,2,157989.21,1,1.0,1.0,100687.67,0
91078,652,spain,female,30.0,2,0.0,2,1.0,0.0,163585.58,0
75233,707,france,male,38.0,7,0.0,2,0.0,1.0,170613.44,0
48263,720,france,female,31.0,3,123783.91,1,1.0,1.0,142963.29,0
37360,724,france,male,34.0,4,137576.05,1,1.0,1.0,147557.07,0
47859,779,germany,male,42.0,1,99842.6,2,1.0,0.0,139947.17,0
27972,637,germany,female,28.0,6,132659.71,1,0.0,0.0,113046.31,0
62535,591,france,male,38.0,4,137565.81,1,1.0,1.0,65464.43,0
56131,727,france,female,33.0,1,0.0,1,1.0,1.0,125877.22,0
67453,724,france,female,38.0,3,0.0,2,1.0,1.0,107895.05,0
56081,752,germany,male,38.0,9,130809.77,1,1.0,0.0,198161.07,0
64347,703,france,male,34.0,9,0.0,2,1.0,0.0,128891.05,0
104252,850,spain,male,41.0,4,0.0,2,0.0,0.0,6791.39,0
5614,643,france,male,27.0,8,129950.19,1,0.0,0.0,85421.48,0
42379,600,france,male,35.0,6,0.0,2,0.0,1.0,2423.9,0
22965,580,france,male,43.0,8,134799.98,1,1.0,1.0,152698.54,0
9050,718,france,male,34.0,7,0.0,2,1.0,0.0,177772.03,0
69777,673,france,male,35.0,4,0.0,2,0.0,0.0,61792.76,0
69488,771,france,female,40.0,7,0.0,2,1.0,1.0,77965.44,0
81048,652,france,male,35.0,6,0.0,2,1.0,0.0,171768.28,0
101976,746,france,male,52.0,6,0.0,2,1.0,1.0,50488.91,0
69496,642,france,male,66.0,2,0.0,2,1.0,1.0,55120.79,0
115475,657,spain,male,40.0,5,154983.98,2,1.0,0.0,27738.01,0
43722,615,france,female,31.0,4,0.0,2,1.0,0.0,121681.19,0
